; temporary flags
; These temporary flags are are cleared every time a map is loaded. They are used
; for things like shortening an NPCs introduction text if the player already spoke
; to them once.
0x01	FLAG_TEMP_1
0x0B7	FLAG_DECORATION_11
0x0B8	FLAG_DECORATION_12
0x0B9	FLAG_DECORATION_13
0x0BA	FLAG_DECORATION_14
0x0BB	FLAG_DECORATION_15
0x0BC	FLAG_RECEIVED_POKENAV
0x0BD	FLAG_DELIVERED_STEVEN_LETTER
0x0BE	FLAG_DEFEATED_WALLY_MAUVILLE

0x0C0	FLAG_RECEIVED_SUN_STONE_MOSSDEEP
0x0C1	FLAG_WALLY_SPEECH
0x0C2	FLAG_TRICK_HOUSE_PUZZLE_7_SWITCH_1
0x0C3	FLAG_TRICK_HOUSE_PUZZLE_7_SWITCH_2
0x0C4	FLAG_TRICK_HOUSE_PUZZLE_7_SWITCH_3
0x0C5	FLAG_TRICK_HOUSE_PUZZLE_7_SWITCH_4
0x0C6	FLAG_TRICK_HOUSE_PUZZLE_7_SWITCH_5
0x0C7	FLAG_RUSTURF_TUNNEL_OPENED
0x0C8	FLAG_RECEIVED_RED_SCARF
0x0C9	FLAG_RECEIVED_BLUE_SCARF
0x0CA	FLAG_RECEIVED_PINK_SCARF
0x0CB	FLAG_RECEIVED_GREEN_SCARF
0x0CC	FLAG_RECEIVED_YELLOW_SCARF

0x0CE	FLAG_ENCOUNTERED_LATIAS_OR_LATIOS

0x0D0	FLAG_RECEIVED_BASEMENT_KEY
0x0D1	FLAG_RECEIVED_TM24

0x0D4	FLAG_RECEIVED_RED_OR_BLUE_ORB
0x0D5	FLAG_RECEIVED_PREMIER_BALL_RUSTBORO

0x0D7	FLAG_ROUTE104_PROTOTYPE_COMPLETED_1
0x0D8	FLAG_ROUTE104_PROTOTYPE_COMPLETED_2
0x0D9	FLAG_MET_DIVING_TREASURE_HUNTER
0x0DA	FLAG_MET_WAILMER_TRAINER
0x0DB	FLAG_EVIL_LEADER_PLEASE_STOP

0x0DD	FLAG_RECEIVED_GO_GOGGLES
0x0DE	FLAG_WINGULL_SENT_ON_ERRAND
0x0DF	FLAG_RECEIVED_MENTAL_HERB
0x0E0	FLAG_WINGULL_DELIVERED_MAIL
0x0E1	FLAG_RECEIVED_20_COINS
0x0E2	FLAG_RECEIVED_STARTER_DOLL
0x0E3	FLAG_RECEIVED_GOOD_ROD
0x0E4	FLAG_REGI_DOORS_OPENED
0x0E5	FLAG_RECEIVED_TM27
0x0E6	FLAG_RECEIVED_TM36
0x0E7	FLAG_RECEIVED_TM05
0x0E8	FLAG_RECEIVED_TM19

0x0EA	FLAG_RECEIVED_TM44
0x0EB	FLAG_RECEIVED_TM45
0x0EC	FLAG_RECEIVED_GLASS_ORNAMENT
0x0ED	FLAG_RECEIVED_SILVER_SHIELD
0x0EE	FLAG_RECEIVED_GOLD_SHIELD
0x0EF	FLAG_USED_STORAGE_KEY
0x0F0	FLAG_USED_ROOM_1_KEY
0x0F1	FLAG_USED_ROOM_2_KEY
0x0F2	FLAG_USED_ROOM_4_KEY
0x0F3	FLAG_USED_ROOM_6_KEY
0x0F4	FLAG_MET_PROF_COSMO
0x0F5	FLAG_RECEIVED_WAILMER_DOLL
0x0F6	FLAG_RECEIVED_CHESTO_BERRY_ROUTE104
0x0F7	FLAG_DEFEATED_SS_TIDAL_TRAINERS
0x0F8	FLAG_RECEIVED_SPELON_BERRY
0x0F9	FLAG_RECEIVED_PAMTRE_BERRY
0x0FA	FLAG_RECEIVED_WATMEL_BERRY
0x0FB	FLAG_RECEIVED_DURIN_BERRY
0x0FC	FLAG_RECEIVED_BELUE_BERRY

0x0FE	FLAG_RECEIVED_CHARCOAL
0x0FF	FLAG_LATIOS_OR_LATIAS_ROAMING
0x100	FLAG_RECEIVED_REPEAT_BALL
0x101	FLAG_RECEIVED_OLD_ROD
0x102	FLAG_RECEIVED_COIN_CASE
0x103	FLAG_RETURNED_RED_OR_BLUE_ORB
0x104	FLAG_RECEIVED_TM49
0x105	FLAG_RECEIVED_TM28
0x106	FLAG_RECEIVED_TM09
0x107	FLAG_ENTERED_ELITE_FOUR
0x108	FLAG_RECEIVED_TM10
0x109	FLAG_RECEIVED_TM41
0x10A	FLAG_RECEIVED_LAVARIDGE_EGG
0x10B	FLAG_RECEIVED_FOSSIL_MON
0x10C	FLAG_SECRET_BASE_REGISTRY_ENABLED
0x10D	FLAG_RECEIVED_TM46
0x10E	FLAG_CONTEST_SKETCH_CREATED
0x10F	FLAG_EVIL_TEAM_ESCAPED_STERN_SPOKE
0x110	FLAG_RECEIVED_EXP_SHARE
0x111	FLAG_POKERUS_EXPLAINED
0x112	FLAG_RECEIVED_RUNNING_SHOES
0x113	FLAG_RECEIVED_QUICK_CLAW
0x114	FLAG_RECEIVED_KINGS_ROCK
0x115	FLAG_RECEIVED_MACHO_BRACE
0x116	FLAG_RECEIVED_SOOTHE_BELL
0x117	FLAG_RECEIVED_WHITE_HERB
0x118	FLAG_RECEIVED_SOFT_SAND

0x11A	FLAG_RECEIVED_CLEANSE_TAG
0x11B	FLAG_RECEIVED_FOCUS_BAND
0x11C	FLAG_DECLINED_WALLY_BATTLE_MAUVILLE
0x11D	FLAG_RECEIVED_DEVON_SCOPE
0x11E	FLAG_DECLINED_RIVAL_BATTLE_LILYCOVE
0x11F	FLAG_MET_DEVON_EMPLOYEE
0x120	FLAG_MET_RIVAL_RUSTBORO
0x121	FLAG_RECEIVED_SILK_SCARF
0x122	FLAG_NOT_READY_FOR_BATTLE_ROUTE120
0x123	FLAG_RECEIVED_SS_TICKET
0x124	FLAG_MET_RIVAL_LILYCOVE
0x125	FLAG_MET_RIVAL_IN_HOUSE_AFTER_LILYCOVE
0x126	FLAG_EXCHANGED_SCANNER
0x127	FLAG_KECLEON_FLED_FORTREE
0x128	FLAG_PETALBURG_MART_EXPANDED_ITEMS
0x129	FLAG_RECEIVED_MIRACLE_SEED
0x12A	FLAG_RECEIVED_BELDUM
0x12B	FLAG_RECEIVED_FANCLUB_TM_THIS_WEEK
0x12C	FLAG_MET_FANCLUB_YOUNGER_BROTHER
0x12D	FLAG_RIVAL_LEFT_FOR_ROUTE103
0x12E	FLAG_OMIT_DIVE_FROM_STEVEN_LETTER


0x258	FLAG_HIDDEN_ITEMS_START
0x258	FLAG_HIDDEN_ITEM_0
0x259	FLAG_HIDDEN_ITEM_1
0x25A	FLAG_HIDDEN_ITEM_2
0x25B	FLAG_HIDDEN_ITEM_3
0x25C	FLAG_HIDDEN_ITEM_4
0x25D	FLAG_HIDDEN_ITEM_5
0x25E	FLAG_HIDDEN_ITEM_6
0x25F	FLAG_HIDDEN_ITEM_7
0x260	FLAG_HIDDEN_ITEM_8
0x261	FLAG_HIDDEN_ITEM_9
0x262	FLAG_HIDDEN_ITEM_A
0x263	FLAG_HIDDEN_ITEM_B
0x264	FLAG_HIDDEN_ITEM_C
0x265	FLAG_HIDDEN_ITEM_D
0x266	FLAG_HIDDEN_ITEM_E
0x267	FLAG_HIDDEN_ITEM_F
0x268	FLAG_HIDDEN_ITEM_10
0x269	FLAG_HIDDEN_ITEM_11
0x26A	FLAG_HIDDEN_ITEM_12
0x26B	FLAG_HIDDEN_ITEM_13
0x26C	FLAG_HIDDEN_ITEM_14
0x26D	FLAG_HIDDEN_ITEM_15
0x26E	FLAG_HIDDEN_ITEM_16
0x26F	FLAG_HIDDEN_ITEM_17
0x270	FLAG_HIDDEN_ITEM_18
0x271	FLAG_HIDDEN_ITEM_19
0x272	FLAG_HIDDEN_ITEM_1A
0x273	FLAG_HIDDEN_ITEM_1B
0x274	FLAG_HIDDEN_ITEM_1C
0x275	FLAG_HIDDEN_ITEM_1D
0x276	FLAG_HIDDEN_ITEM_1E
0x277	FLAG_HIDDEN_ITEM_1F
0x278	FLAG_HIDDEN_ITEM_20
0x279	FLAG_HIDDEN_ITEM_21
0x27A	FLAG_HIDDEN_ITEM_22
0x27B	FLAG_HIDDEN_ITEM_23
0x27C	FLAG_HIDDEN_ITEM_24
0x27D	FLAG_HIDDEN_ITEM_25
0x27E	FLAG_HIDDEN_ITEM_26
0x27F	FLAG_HIDDEN_ITEM_27
0x280	FLAG_HIDDEN_ITEM_28
0x281	FLAG_HIDDEN_ITEM_29
0x282	FLAG_HIDDEN_ITEM_2A
0x283	FLAG_HIDDEN_ITEM_2B
0x284	FLAG_HIDDEN_ITEM_2C
0x285	FLAG_HIDDEN_ITEM_2D
0x286	FLAG_HIDDEN_ITEM_2E
0x287	FLAG_HIDDEN_ITEM_2F
0x288	FLAG_HIDDEN_ITEM_30
0x289	FLAG_HIDDEN_ITEM_31
0x28A	FLAG_HIDDEN_ITEM_32
0x28B	FLAG_HIDDEN_ITEM_33
0x28C	FLAG_HIDDEN_ITEM_34
0x28D	FLAG_HIDDEN_ITEM_35
0x28E	FLAG_HIDDEN_ITEM_36
0x28F	FLAG_HIDDEN_ITEM_37
0x290	FLAG_HIDDEN_ITEM_38
0x291	FLAG_HIDDEN_ITEM_39
0x292	FLAG_HIDDEN_ITEM_3A
0x293	FLAG_HIDDEN_ITEM_3B
0x294	FLAG_HIDDEN_ITEM_3C
0x295	FLAG_HIDDEN_ITEM_3D
0x296	FLAG_HIDDEN_ITEM_3E
0x297	FLAG_HIDDEN_ITEM_3F
0x298	FLAG_HIDDEN_ITEM_40
0x299	FLAG_HIDDEN_ITEM_41
0x29A	FLAG_HIDDEN_ITEM_42
0x29B	FLAG_HIDDEN_ITEM_43
0x29C	FLAG_HIDDEN_ITEM_44
0x29D	FLAG_HIDDEN_ITEM_45
0x29E	FLAG_HIDDEN_ITEM_46
0x29F	FLAG_HIDDEN_ITEM_47
0x2A0	FLAG_HIDDEN_ITEM_48
0x2A1	FLAG_HIDDEN_ITEM_49
0x2A2	FLAG_HIDDEN_ITEM_4A
0x2A3	FLAG_HIDDEN_ITEM_4B
0x2A4	FLAG_HIDDEN_ITEM_4C
0x2A5	FLAG_HIDDEN_ITEM_4D
0x2A6	FLAG_HIDDEN_ITEM_4E
0x2A7	FLAG_HIDDEN_ITEM_4F
0x2A8	FLAG_HIDDEN_ITEM_50
0x2A9	FLAG_HIDDEN_ITEM_51
0x2AA	FLAG_HIDDEN_ITEM_52
0x2AB	FLAG_HIDDEN_ITEM_53
0x2AC	FLAG_HIDDEN_ITEM_54
0x2AD	FLAG_HIDDEN_ITEM_55
0x2AE	FLAG_HIDDEN_ITEM_56
0x2AF	FLAG_HIDDEN_ITEM_57
0x2B0	FLAG_HIDDEN_ITEM_58
0x2B1	FLAG_HIDDEN_ITEM_59
0x2B2	FLAG_HIDDEN_ITEM_5A
0x2B3	FLAG_HIDDEN_ITEM_5B
0x2B4	FLAG_HIDDEN_ITEM_5C
0x2B5	FLAG_HIDDEN_ITEM_5D
0x2B6	FLAG_HIDDEN_ITEM_5E
0x2B7	FLAG_HIDDEN_ITEM_5F
0x2B8	FLAG_HIDDEN_ITEM_BLACK_GLASSES
0x2B9	FLAG_HIDDEN_ITEM_61

0x2BC	FLAG_HIDE_BIRCH_STARTERS_BAG

0x2D0	FLAG_HIDE_BIRCH_BATTLE_POOCHYENA
0x2D1	FLAG_HIDE_BIRCH_IN_LAB
0x2D2	FLAG_HIDE_MAY_UPSTAIRS
0x2D3	FLAG_HIDE_RIVAL_ROUTE103
0x2D4	FLAG_HIDE_DEVON_PETALBURG_WOODS
0x2D5	FLAG_HIDE_EVIL_TEAM_PETALBURG_WOODS
0x2D6	FLAG_HIDE_WALLY_PETALBURG
0x2D7	FLAG_HIDE_STEVENS_LETTER
0x2D8	FLAG_HIDE_WALLY_MOM_PETALBURG_1

0x2DB	FLAG_HIDE_GRUNT_RUSTBORO
0x2DC	FLAG_HIDE_DEVON_RUSTBORO
0x2DD	FLAG_HIDE_SLEEPING_MON_SEAFLOOR_CAVERN
0x2DE	FLAG_HIDE_NORMAN_LITTLEROOT

0x2E1	FLAG_UNKNOWN_2E1
0x2E2	FLAG_HIDE_MR_BRINEY_ROUTE104
0x2E3	FLAG_HIDE_MR_BRINEY_ROUTE104_HOUSE
0x2E4	FLAG_HIDE_MR_BRINEY_DEWFORD_TOWN
0x2E5	FLAG_HIDE_MR_BRINEY_ROUTE109
0x2E6	FLAG_HIDE_MR_BRINEY_BOAT_ROUTE104
0x2E7	FLAG_HIDE_MR_BRINEY_BOAT_DEWFORD
0x2E8	FLAG_HIDE_MR_BRINEY_BOAT_ROUTE109

0x2EB	FLAG_UNKNOWN_2EB
0x2EC	FLAG_UNKNOWN_2EC
0x2ED	FLAG_UNKNOWN_2ED
0x2EE	FLAG_HIDE_POOCHYENA_ROUTE101
0x2EF	FLAG_HIDE_WALLY_DEFEATED_VICTORY_ROAD
0x2F0	FLAG_HIDE_MOM_LITTLEROOT

0x2F2	FLAG_HIDE_MACHOKE_MOVER_1
0x2F3	FLAG_HIDE_MACHOKE_MOVER_2
0x2F4	FLAG_UNKNOWN_2F4
0x2F5	FLAG_HIDE_MOM_UPSTAIRS
0x2F6	FLAG_HIDE_BRENDAN_MOM_DOWNSTAIRS
0x2F7	FLAG_HIDE_MAY_MOM_DOWNSTAIRS
0x2F8	FLAG_HIDE_BRENDAN_UPSTAIRS
0x2F9	FLAG_HIDE_MOVING_TRUCK_BRENDAN
0x2FA	FLAG_HIDE_MOVING_TRUCK_MAY

0x300	FLAG_HIDE_VICTOR_WINSTRATE
0x301	FLAG_HIDE_VICTORIA_WINSTRATE
0x302	FLAG_HIDE_VIVI_WINSTRATE
0x303	FLAG_HIDE_VICKI_WINSTRATE
0x304	FLAG_HIDE_NORMAN_PETALBURG_GYM
0x305	FLAG_HIDE_RAYQUAZA
0x306	FLAG_HIDE_LILYCOVE_CONTEST_ATTENDENT_1
0x307	FLAG_HIDE_LILYCOVE_MUSEUM_CURATOR
0x308	FLAG_HIDE_LILYCOVE_MUSEUM_PAINTING_LADY
0x309	FLAG_HIDE_LILYCOVE_MUSEUM_PAINTING_GIRL
0x30A	FLAG_HIDE_LILYCOVE_MUSEUM_PAINTING_MAN
0x30B	FLAG_HIDE_LILYCOVE_MUSEUM_PAINTER
0x30C	FLAG_HIDE_LILYCOVE_MUSEUM_VISITORS
0x30D	FLAG_HIDE_PETALBURG_GYM_GUIDE
0x30E	FLAG_UNKNOWN_30E
0x30F	FLAG_UNKNOWN_30F
0x310	FLAG_HIDE_BRENDAN_MOM
0x311	FLAG_HIDE_MAY_MOM

0x315	FLAG_HIDE_FANCLUB_OLD_LADY
0x316	FLAG_HIDE_FANCLUB_BOY
0x317	FLAG_HIDE_FANCLUB_LITTLE_BOY
0x318	FLAG_HIDE_FANCLUB_LADY

0x31C	FLAG_HIDE_GABBY_AND_TY_ROUTE111_1
0x31D	FLAG_HIDE_GABBY_AND_TY_ROUTE118_1
0x31E	FLAG_HIDE_GABBY_AND_TY_ROUTE120_1
0x31F	FLAG_HIDE_GABBY_AND_TY_ROUTE111_2
0x320	FLAG_HIDE_CONTEST_REPORTER_FALLARBOR
0x321	FLAG_HIDE_CONTEST_REPORTER_VERDANTURF
0x322	FLAG_HIDE_CONTEST_REPORTER_LILYCOVE
0x323	FLAG_HIDE_CONTEST_REPORTER_SLATEPORT
0x324	FLAG_HIDE_WALLY_MAUVILLE
0x325	FLAG_HIDE_WALLY_FATHER_MAUVILLE
0x326	FLAG_HIDE_WALLY_WANDAS_HOUSE
0x327	FLAG_HIDE_BOYFRIEND_RUSTURF_TUNNEL
0x328	FLAG_HIDE_BOYFRIEND_WANDAS_HOUSE
0x329	FLAG_HIDE_WALLY_FATHER_WANDAS_HOUSE

0x32B	FLAG_HIDE_WALLY_FATHER_PETALBURG
0x32C	FLAG_HIDE_WALLY_MOTHER_PETALBURG
0x32D	FLAG_HIDE_LOST_GLASSES_MAN
0x32E	FLAG_HIDE_RIVAL_RUSTBORO
0x32F	FLAG_HIDE_WALLACE_SOOTOPOLIS_GYM
0x330	FLAG_HIDE_WALLACE_SOOTOPOLIS

0x333	FLAG_HIDE_GRUNTS_BLOCKING_CABLE_CAR

0x335	FLAG_HIDE_GRUNT_1_BLOCKING_HIDEOUT
0x336	FLAG_HIDE_GRUNT_2_BLOCKING_HIDEOUT
0x337	FLAG_UNKNOWN_337

0x339	FLAG_HIDE_LEGEND_MON_CAVE_OF_ORIGIN

0x33C	FLAG_HIDE_EVIL_LEADER_SEAFLOOR_CAVERN
0x33D	FLAG_HIDE_OTHER_LEADER_SEAFLOOR_CAVERN

0x33F	FLAG_HIDE_OTHER_TEAM_GRUNTS_SEAFLOOR_CAVERN

0x341	FLAG_HIDE_STEVEN_GRANITE_CAVE
0x342	FLAG_HIDE_STEVEN_ROUTE128
0x343	FLAG_HIDE_GABBY_AND_TY_SLATEPORT

0x348	FLAG_HIDE_STERN_SLATEPORT
0x349	FLAG_HIDE_STERN_SLATEPORT_HARBOR

0x34B	FLAG_UNKNOWN_34B
0x34C	FLAG_UNKNOWN_34C
0x34D	FLAG_HIDE_GRUNT_1_SLATEPORT_HARBOR
0x34E	FLAG_HIDE_GRUNT_2_SLATEPORT_HARBOR
0x34F	FLAG_UNKNOWN_34F
0x350	FLAG_HIDE_SUBMARINE_SHADOW_SLATEPORT_HARBOR
0x351	FLAG_HIDE_MAY_PICHU_DOLL

0x353	FLAG_HIDE_RIVAL_ROUTE119
0x354	FLAG_HIDE_GRUNTS_LILYCOVE

0x356	FLAG_HIDE_SOOTOPOLIS_RESIDENTS
0x357	FLAG_HIDE_CAVE_OF_ORIGIN_ENTRANCE_WOMAN_1
0x358	FLAG_HIDE_CAVE_OF_ORIGIN_ENTRANCE_WOMAN_2

0x35A	FLAG_HIDE_WALLY_BATTLE_VICTORY_ROAD
0x35B	FLAG_HIDE_AWAKENED_MON_SEAFLOOR_CAVERN
0x35C	FLAG_HIDE_SS_TIDAL_SLATEPORT_HARBOR
0x35D	FLAG_HIDE_SS_TIDAL_LILYCOVE_HARBOR

0x362	FLAG_HIDE_WALLY_PETALBURG_GYM
0x363	FLAG_UNKNOWN_363
0x364	FLAG_HIDE_FAT_MAN_LITTLEROOT
0x365	FLAG_HIDE_BRINEY_SLATEPORT_SHIPYARD
0x366	FLAG_HIDE_LANETTE
0x367	FLAG_HIDE_LANETTE_FALLARBOR
0x368	FLAG_HIDE_TRICKMASTER_ENTRANCE

0x36D	FLAG_HIDE_MT_CHIMNEY_PEOPLE
0x36E	FLAG_HIDE_GRUNT_RUSTURF_TUNNEL
0x36F	FLAG_HIDE_BRINEY_RUSTURF_TUNNEL
0x370	FLAG_HIDE_PEEKO_RUSTURF_TUNNEL
0x371	FLAG_HIDE_PEEKO_BRINEY_HOUSE
0x372	FLAG_HIDE_EVIL_TEAM_SLATEPORT
0x373	FLAG_HIDE_EVIL_TEAM_OCEANIC_MUSEUM
0x374	FLAG_HIDE_GRUNT_1_OCEANIC_MUSEUM_2F
0x375	FLAG_HIDE_GRUNT_2_OCEANIC_MUSEUM_2F
0x376	FLAG_HIDE_EVIL_TEAM_LEADER_OCEANIC_MUSEUM_2F
0x377	FLAG_HIDE_STERN_OCEANIC_MUSEUM_2F
0x378	FLAG_HIDE_BATTLE_TOWER_OPPONENT
0x379	FLAG_HIDE_RIVAL_BIRCH_LAB
0x37A	FLAG_HIDE_EVIL_TEAM_WEATHER_INSTITUTE
0x37B	FLAG_HIDE_BRINEY_ROUTE116
0x37C	FLAG_HIDE_WEATHER_INSTITUTE_WORKERS_1F
0x37D	FLAG_HIDE_WEATHER_INSTITUTE_WORKERS_2F
0x37E	FLAG_HIDE_TUNNER_DIGGER_ROUTE116
0x37F	FLAG_HIDE_ARTIST_LILCOVE_CONTEST
0x380	FLAG_UNKNOWN_BIRCH_380
0x381	FLAG_HIDE_BIRCH_ROUTE101
0x382	FLAG_HIDE_BIRCH_ROUTE103
0x383	FLAG_HIDE_TRICKMASTER_END
0x384	FLAG_HIDE_EVIL_TEAM_ROUTE110
0x385	FLAG_HIDE_GABBY_AND_TY_ROUTE118_2
0x386	FLAG_HIDE_GABBY_AND_TY_ROUTE120_2
0x387	FLAG_HIDE_GABBY_AND_TY_ROUTE111_3
0x388	FLAG_HIDE_GABBY_AND_TY_ROUTE118_3
0x389	FLAG_HIDE_WORKERS_SLATEPORT_HARBOR
0x38A	FLAG_HIDE_FLOWER_SHOP_WORKER_OUTSIDE
0x38B	FLAG_HIDE_AZURILL_FALLARBOR
0x38C	FLAG_HIDE_FERRY_ATTENDANT_LILYCOVE
0x38D	FLAG_HIDE_FERRY_SAILOR_LILYCOVE
0x38E	FLAG_HIDE_LATIOS_OR_LATIAS_FLYING
0x38F	FLAG_HIDE_LATIOS_OR_LATIAS_STATIONARY
0x390	FLAG_HIDE_WATTSON_MAUVILLE
0x391	FLAG_HIDE_WATTSON_MAUVILLE_GYM
0x392	FLAG_HIDE_GRUNTS_ROUTE121
0x393	FLAG_UNKNOWN_393
0x394	FLAG_HIDE_LEADER_MT_PYRE_SUMMIT
0x395	FLAG_HIDE_GRUNTS_MT_PYRE_SUMMIT
0x396	FLAG_HIDE_REPORTER_BATTLE_TOWER
0x397	FLAG_HIDE_RIVAL_ROUTE110
0x398	FLAG_HIDE_RIVAL_CHAMPIONS_ROOM
0x399	FLAG_HIDE_BIRCH_CHAMPIONS_ROOM
0x39A	FLAG_HIDE_RIVAL_ON_BIKE_ROUTE110
0x39B	FLAG_HIDE_RIVAL_ROUTE119_ON_BIKE
0x39C	FLAG_HIDE_GRUNTS_HIDEOUTS
0x39D	FLAG_HIDE_LILYCOVE_MOTEL_PEOPLE
0x39E	FLAG_HIDE_EVIL_TEAM_MT_CHIMNEY
0x39F	FLAG_HIDE_OTHER_TEAM_MT_CHIMNEY
0x3A0	FLAG_HIDE_PROF_COSMO_FALLARBOR
0x3A1	FLAG_HIDE_RIVAL_LAVARIDGE_1
0x3A2	FLAG_HIDE_RIVAL_LAVARIDGE_2
0x3A3	FLAG_HIDE_RUSTURF_TUNNEL_ROCK_1
0x3A4	FLAG_HIDE_RUSTURF_TUNNEL_ROCK_2
0x3A5	FLAG_HIDE_WINGULL_FORTREE_HOUSE
0x3A6	FLAG_HIDE_WINGULL_MOSSDEEP_HOUSE
0x3A7	FLAG_HIDE_REGIROCK
0x3A8	FLAG_HIDE_REGICE
0x3A9	FLAG_HIDE_REGISTEEL
0x3AA	FLAG_HIDE_GRUNTS_METEOR_FALLS_1F
