0x001	FLAG_TEMP_1
0x0D2	FLAG_0x0D2
0x0D3	FLAG_0x0D3
0x0D4	FLAG_0x0D4
0x0D5	FLAG_0x0D5
0x0D6	FLAG_0x0D6
0x0D7	FLAG_0x0D7
0x0D8	FLAG_0x0D8
0x0D9	FLAG_0x0D9
0x0DA	FLAG_0x0DA
0x0DB	FLAG_0x0DB
0x0DC	FLAG_0x0DC
0x0DD	FLAG_0x0DD
0x0DE	FLAG_0x0DE
0x0DF	FLAG_0x0DF
0x0E0	FLAG_0x0E0
0x0E1	FLAG_0x0E1
0x0E2	FLAG_0x0E2
0x0E3	FLAG_0x0E3
0x0E4	FLAG_0x0E4
0x0E5	FLAG_0x0E5
0x0E6	FLAG_0x0E6
0x0E7	FLAG_0x0E7
0x0E8	FLAG_0x0E8
0x0E9	FLAG_0x0E9
0x0EA	FLAG_0x0EA
0x0EB	FLAG_0x0EB
0x0EC	FLAG_0x0EC
0x0ED	FLAG_0x0ED
0x0EE	FLAG_0x0EE
0x0EF	FLAG_0x0EF
0x0F0	FLAG_0x0F0
0x0F1	FLAG_0x0F1
0x0F2	FLAG_0x0F2
0x0F3	FLAG_0x0F3
0x0F4	FLAG_0x0F4
0x0F5	FLAG_0x0F5
0x0F6	FLAG_0x0F6
0x0F7	FLAG_0x0F7
0x0F8	FLAG_0x0F8
0x0F9	FLAG_0x0F9
0x0FA	FLAG_0x0FA
0x0FB	FLAG_0x0FB
0x0FC	FLAG_0x0FC
0x0FD	FLAG_0x0FD
0x0FE	FLAG_0x0FE
0x0FF	FLAG_0x0FF
0x100	FLAG_0x100
0x101	FLAG_0x101
0x102	FLAG_0x102
0x103	FLAG_0x103
0x104	FLAG_0x104
0x105	FLAG_0x105
0x106	FLAG_0x106
0x107	FLAG_0x107
0x108	FLAG_0x108
0x109	FLAG_0x109
0x10A	FLAG_0x10A
0x10B	FLAG_0x10B
0x10C	FLAG_0x10C
0x10D	FLAG_0x10D
0x10E	FLAG_0x10E
0x10F	FLAG_0x10F
0x110	FLAG_0x110
0x111	FLAG_0x111
0x112	FLAG_0x112
0x113	FLAG_0x113
0x114	FLAG_0x114
0x115	FLAG_0x115
0x116	FLAG_0x116
0x117	FLAG_0x117
0x118	FLAG_0x118
0x119	FLAG_0x119
0x11A	FLAG_0x11A
0x11B	FLAG_0x11B
0x11C	FLAG_0x11C
0x11D	FLAG_0x11D
0x11E	FLAG_0x11E
0x11F	FLAG_0x11F
0x120	FLAG_0x120
0x121	FLAG_0x121
0x122	FLAG_0x122
0x123	FLAG_0x123
0x124	FLAG_0x124
0x125	FLAG_0x125
0x126	FLAG_0x126
0x127	FLAG_0x127
0x128	FLAG_0x128
0x129	FLAG_0x129
0x12A	FLAG_0x12A
0x12B	FLAG_0x12B
0x12C	FLAG_0x12C
0x12D	FLAG_0x12D
0x12E	FLAG_0x12E
0x12F	FLAG_0x12F
0x130	FLAG_0x130
0x131	FLAG_0x131
0x132	FLAG_0x132
0x133	FLAG_0x133
0x134	FLAG_0x134
0x135	FLAG_0x135
0x136	FLAG_0x136
0x137	FLAG_0x137
0x138	FLAG_0x138
0x139	FLAG_0x139
0x13A	FLAG_0x13A
0x13B	FLAG_0x13B
0x13C	FLAG_0x13C
0x13D	FLAG_0x13D
0x13E	FLAG_0x13E
0x13F	FLAG_0x13F
0x140	FLAG_0x140
0x141	FLAG_0x141
0x142	FLAG_0x142
0x143	FLAG_0x143
0x144	FLAG_0x144
0x145	FLAG_0x145
0x146	FLAG_0x146
0x147	FLAG_0x147
0x148	FLAG_0x148
0x149	FLAG_0x149
0x14A	FLAG_0x14A
0x14B	FLAG_0x14B
0x14C	FLAG_0x14C
0x14D	FLAG_0x14D
0x14E	FLAG_0x14E
0x14F	FLAG_0x14F
0x150	FLAG_0x150
0x151	FLAG_0x151
0x152	FLAG_0x152
0x153	FLAG_0x153

; Item ball hide/show
0x154	FLAG_HIDE_ROUTE2_ETHER
0x155	FLAG_HIDE_ROUTE2_PARALYZE_HEAL
0x156	FLAG_HIDE_VIRIDIAN_FOREST_POKE_BALL
0x157	FLAG_HIDE_VIRIDIAN_FOREST_ANTIDOTE
0x158	FLAG_HIDE_VIRIDIAN_FOREST_POTION
0x159	FLAG_HIDE_MT_MOON_1F_PARALYZE_HEAL
0x15A	FLAG_HIDE_MT_MOON_1F_TM09
0x15B	FLAG_HIDE_MT_MOON_1F_POTION
0x15C	FLAG_HIDE_MT_MOON_1F_RARE_CANDY
0x15D	FLAG_HIDE_MT_MOON_1F_ESCAPE_ROPE
0x15E	FLAG_HIDE_MT_MOON_1F_MOON_STONE
0x15F	FLAG_HIDE_MT_MOON_B2F_STAR_PIECE
0x160	FLAG_HIDE_MT_MOON_B2F_TM46
0x161	FLAG_HIDE_ROUTE4_TM05
0x162	FLAG_HIDE_ROUTE24_TM45
0x163	FLAG_HIDE_ROUTE25_TM43
0x164	FLAG_HIDE_SSANNE_1F_ROOM2_TM31
0x165	FLAG_HIDE_SSANNE_2F_ROOM2_STARDUST
0x166	FLAG_HIDE_SSANNE_2F_ROOM4_X_ATTACK
0x167	FLAG_HIDE_SSANNE_B1F_ROOM2_TM44
0x168	FLAG_HIDE_SSANNE_B1F_ROOM3_ETHER
0x169	FLAG_HIDE_SSANNE_B1F_ROOM5_SUPER_POTION
0x16A	FLAG_HIDE_SSANNE_KITCHEN_GREAT_BALL
0x16B	FLAG_HIDE_ROUTE9_TM40
0x16C	FLAG_HIDE_ROCKET_HIDEOUT_B1F_ESCAPE_ROPE
0x16D	FLAG_HIDE_ROCKET_HIDEOUT_B1F_HYPER_POTION
0x16E	FLAG_HIDE_ROCKET_HIDEOUT_B2F_X_SPEED
0x16F	FLAG_HIDE_ROCKET_HIDEOUT_B2F_MOON_STONE
0x170	FLAG_HIDE_ROCKET_HIDEOUT_B2F_TM12
0x171	FLAG_HIDE_ROCKET_HIDEOUT_B2F_SUPER_POTION
0x172	FLAG_HIDE_ROCKET_HIDEOUT_B3F_RARE_CANDY
0x173	FLAG_HIDE_ROCKET_HIDEOUT_B3F_TM21
0x174	FLAG_HIDE_ROCKET_HIDEOUT_B4F_TM49
0x175	FLAG_HIDE_ROCKET_HIDEOUT_B4F_MAX_ETHER
0x176	FLAG_HIDE_ROCKET_HIDEOUT_B4F_CALCIUM
0x177	FLAG_HIDE_POKEMON_TOWER_3F_ESCAPE_ROPE
0x178	FLAG_HIDE_POKEMON_TOWER_4F_ELIXIR
0x179	FLAG_HIDE_POKEMON_TOWER_4F_AWAKENING
0x17A	FLAG_HIDE_POKEMON_TOWER_4F_GREAT_BALL
0x17B	FLAG_HIDE_POKEMON_TOWER_5F_NUGGET
0x17C	FLAG_HIDE_POKEMON_TOWER_6F_RARE_CANDY
0x17D	FLAG_HIDE_POKEMON_TOWER_6F_X_ACCURACY
0x17E	FLAG_HIDE_ROUTE12_TM48
0x17F	FLAG_HIDE_ROUTE12_IRON
0x180	FLAG_HIDE_ROUTE15_TM18
0x181	FLAG_HIDE_SAFARI_ZONE_CENTER_NUGGET
0x182	FLAG_HIDE_SAFARI_ZONE_EAST_MAX_POTION
0x183	FLAG_HIDE_SAFARI_ZONE_EAST_FULL_RESTORE
0x184	FLAG_HIDE_SAFARI_ZONE_EAST_TM11
0x185	FLAG_HIDE_SAFARI_ZONE_EAST_LEAF_STONE
0x186	FLAG_HIDE_SAFARI_ZONE_NORTH_PROTEIN
0x187	FLAG_HIDE_SAFARI_ZONE_NORTH_TM47
0x188	FLAG_HIDE_SAFARI_ZONE_WEST_TM32
0x189	FLAG_HIDE_SAFARI_ZONE_WEST_GOLD_TEETH
0x18A	FLAG_HIDE_SAFARI_ZONE_WEST_MAX_POTION
0x18B	FLAG_HIDE_SAFARI_ZONE_WEST_MAX_REVIVE
0x18C	FLAG_HIDE_SILPH_CO_3F_HYPER_POTION
0x18D	FLAG_HIDE_SILPH_CO_4F_MAX_REVIVE
0x18E	FLAG_HIDE_SILPH_CO_4F_ESCAPE_ROPE
0x18F	FLAG_HIDE_SILPH_CO_4F_FULL_HEAL
0x190	FLAG_HIDE_SILPH_CO_5F_PROTEIN
0x191	FLAG_HIDE_SILPH_CO_5F_TM01
0x192	FLAG_HIDE_SILPH_CO_5F_CARD_KEY
0x193	FLAG_HIDE_SILPH_CO_6F_HP_UP
0x194	FLAG_HIDE_SILPH_CO_6F_X_SPECIAL
0x195	FLAG_HIDE_SILPH_CO_7F_CALCIUM
0x196	FLAG_HIDE_SILPH_CO_7F_TM08
0x197	FLAG_HIDE_SILPH_CO_10F_CARBOS
0x198	FLAG_HIDE_SILPH_CO_10F_ULTRA_BALL
0x199	FLAG_HIDE_SILPH_CO_10F_RARE_CANDY
0x19A	FLAG_HIDE_POWER_PLANT_MAX_POTION
0x19B	FLAG_HIDE_POWER_PLANT_TM17
0x19C	FLAG_HIDE_POWER_PLANT_TM25
0x19D	FLAG_HIDE_POWER_PLANT_THUNDER_STONE
0x19E	FLAG_HIDE_POWER_PLANT_ELIXIR
0x19F	FLAG_HIDE_POKEMON_MANSION_1F_CARBOS
0x1A0	FLAG_HIDE_POKEMON_MANSION_1F_ESCAPE_ROPE
0x1A1	FLAG_HIDE_POKEMON_MANSION_2F_CALCIUM
0x1A2	FLAG_HIDE_POKEMON_MANSION_3F_MAX_POTION
0x1A3	FLAG_HIDE_POKEMON_MANSION_3F_IRON
0x1A4	FLAG_HIDE_POKEMON_MANSION_B1F_TM14
0x1A5	FLAG_HIDE_POKEMON_MANSION_B1F_FULL_RESTORE
0x1A6	FLAG_0x1A6
0x1A7	FLAG_HIDE_POKEMON_MANSION_B1F_TM22
0x1A8	FLAG_HIDE_POKEMON_MANSION_B1F_SECRET_KEY
0x1A9	FLAG_HIDE_VICTORY_ROAD_1F_RARE_CANDY
0x1AA	FLAG_HIDE_VICTORY_ROAD_1F_TM02
0x1AB	FLAG_HIDE_VICTORY_ROAD_2F_GUARD_SPEC
0x1AC	FLAG_HIDE_VICTORY_ROAD_2F_TM07
0x1AD	FLAG_HIDE_VICTORY_ROAD_2F_FULL_HEAL
0x1AE	FLAG_HIDE_VICTORY_ROAD_2F_TM37
0x1AF	FLAG_HIDE_VICTORY_ROAD_3F_MAX_REVIVE
0x1B0	FLAG_HIDE_VICTORY_ROAD_3F_TM50
0x1B1	FLAG_HIDE_CERULEAN_CAVE_1F_MAX_ELIXIR
0x1B2	FLAG_HIDE_CERULEAN_CAVE_1F_NUGGET
0x1B3	FLAG_HIDE_CERULEAN_CAVE_1F_FULL_RESTORE
0x1B4	FLAG_HIDE_CERULEAN_CAVE_2F_FULL_RESTORE
0x1B5	FLAG_HIDE_CERULEAN_CAVE_2F_PP_UP
0x1B6	FLAG_HIDE_CERULEAN_CAVE_2F_ULTRA_BALL
0x1B7	FLAG_HIDE_CERULEAN_CAVE_B1F_MAX_REVIVE
0x1B8	FLAG_HIDE_CERULEAN_CAVE_B1F_ULTRA_BALL
0x1B9	FLAG_HIDE_FUCHSIA_CITY_WARDENS_HOUSE_RARE_CANDY
0x1BA	FLAG_HIDE_TWO_ISLAND_REVIVE
0x1BB	FLAG_HIDE_THREE_ISLAND_ZINC
0x1BC	FLAG_0x1BC
0x1BD	FLAG_0x1BD
0x1BE	FLAG_HIDE_VIRIDIAN_FOREST_POTION_2
0x1BF	FLAG_HIDE_MT_MOON_B2F_REVIVE
0x1C0	FLAG_HIDE_MT_MOON_B2F_ANTIDOTE
0x1C1	FLAG_HIDE_ROUTE11_X_DEFEND
0x1C2	FLAG_HIDE_ROUTE9_BURN_HEAL
0x1C3	FLAG_HIDE_ROCK_TUNNEL_1F_REPEL
0x1C4	FLAG_HIDE_ROCK_TUNNEL_1F_PEARL
0x1C5	FLAG_HIDE_ROCK_TUNNEL_1F_ESCAPE_ROPE
0x1C6	FLAG_HIDE_ROCK_TUNNEL_B1F_REVIVE
0x1C7	FLAG_HIDE_ROCK_TUNNEL_B1F_MAX_ETHER
0x1C8	FLAG_HIDE_SILPH_CO_8F_IRON
0x1C9	FLAG_HIDE_SILPH_CO_11F_ZINC
0x1CA	FLAG_HIDE_POKEMON_MANSION_1F_PROTEIN
0x1CB	FLAG_HIDE_POKEMON_MANSION_2F_ZINC
0x1CC	FLAG_HIDE_POKEMON_MANSION_2F_HP_UP
0x1CD	FLAG_HIDE_VIRIDIAN_CITY_POTION
0x1CE	FLAG_HIDE_ROUTE11_GREAT_BALL
0x1CF	FLAG_HIDE_ROUTE11_AWAKENING
0x1D0	FLAG_HIDE_POKEMON_TOWER_5F_CLEANSE_TAG
0x1D1	FLAG_HIDE_CELADON_CITY_ETHER
0x1D2	FLAG_HIDE_ROCKET_HIDEOUT_B3F_BLACK_GLASSES
0x1D3	FLAG_HIDE_SAFARI_ZONE_NORTH_QUICK_CLAW
0x1D4	FLAG_HIDE_SEAFOAM_ISLANDS_1F_ICE_HEAL
0x1D5	FLAG_HIDE_SEAFOAM_ISLANDS_B1F_WATER_STONE
0x1D6	FLAG_HIDE_SEAFOAM_ISLANDS_B1F_REVIVE
0x1D7	FLAG_HIDE_SEAFOAM_ISLANDS_B2F_BIG_PEARL
0x1D8	FLAG_HIDE_SEAFOAM_ISLANDS_B4F_ULTRA_BALL
0x1D9	FLAG_HIDE_FOUR_ISLAND_STAR_PIECE
0x1DA	FLAG_HIDE_FOUR_ISLAND_STARDUST
0x1DB	FLAG_HIDE_ONE_ISLAND_KINDLE_ROAD_ETHER
0x1DC	FLAG_HIDE_ONE_ISLAND_KINDLE_ROAD_MAX_REPEL
0x1DD	FLAG_HIDE_ONE_ISLAND_KINDLE_ROAD_CARBOS
0x1DE	FLAG_HIDE_FIVE_ISLAND_MEADOW_MAX_POTION
0x1DF	FLAG_HIDE_FIVE_ISLAND_MEADOW_PP_UP
0x1E0	FLAG_HIDE_FIVE_ISLAND_MEMORIAL_PILLAR_METAL_COAT
0x1E1	FLAG_HIDE_SIX_ISLAND_OUTCAST_ISLAND_PP_UP
0x1E2	FLAG_HIDE_SIX_ISLAND_WATER_PATH_ELIXIR
0x1E3	FLAG_HIDE_SIX_ISLAND_WATER_PATH_DRAGON_SCALE
0x1E4	FLAG_HIDE_SIX_ISLAND_RUIN_VALLEY_FULL_RESTORE
0x1E5	FLAG_HIDE_SIX_ISLAND_RUIN_VALLEY_HP_UP
0x1E6	FLAG_HIDE_SIX_ISLAND_RUIN_VALLEY_SUN_STONE
0x1E7	FLAG_HIDE_SEVEN_ISLAND_SEVAULT_CANYON_KINGS_ROCK
0x1E8	FLAG_HIDE_SEVEN_ISLAND_SEVAULT_CANYON_MAX_ELIXIR
0x1E9	FLAG_HIDE_SEVEN_ISLAND_SEVAULT_CANYON_NUGGET
0x1EA	FLAG_HIDE_THREE_ISLAND_BERRY_FOREST_MAX_ETHER
0x1EB	FLAG_HIDE_THREE_ISLAND_BERRY_FOREST_FULL_HEAL
0x1EC	FLAG_HIDE_THREE_ISLAND_BERRY_FOREST_MAX_ELIXIR
0x1ED	FLAG_HIDE_MT_EMBER_EXTERIOR_ULTRA_BALL
0x1EE	FLAG_HIDE_MT_EMBER_EXTERIOR_FIRE_STONE
0x1EF	FLAG_HIDE_MT_EMBER_EXTERIOR_DIRE_HIT
0x1F0	FLAG_HIDE_FOUR_ISLAND_ICEFALL_CAVE_1F_ULTRA_BALL
0x1F1	FLAG_HIDE_FOUR_ISLAND_ICEFALL_CAVE_1F_HM07
0x1F2	FLAG_HIDE_FOUR_ISLAND_ICEFALL_CAVE_B1F_FULL_RESTORE
0x1F3	FLAG_HIDE_FOUR_ISLAND_ICEFALL_CAVE_B1F_NEVER_MELT_ICE
0x1F4	FLAG_HIDE_FIVE_ISLAND_ROCKET_WAREHOUSE_BIG_PEARL
0x1F5	FLAG_HIDE_FIVE_ISLAND_ROCKET_WAREHOUSE_TM36
0x1F6	FLAG_HIDE_FIVE_ISLAND_ROCKET_WAREHOUSE_PEARL
0x1F7	FLAG_HIDE_FIVE_ISLAND_ROCKET_WAREHOUSE_UP_GRADE
0x1F8	FLAG_HIDE_FIVE_ISLAND_LOST_CAVE_ROOM10_SILK_SCARF
0x1F9	FLAG_HIDE_FIVE_ISLAND_LOST_CAVE_ROOM11_LAX_INCENSE
0x1FA	FLAG_HIDE_FIVE_ISLAND_LOST_CAVE_ROOM12_SEA_INCENSE
0x1FB	FLAG_HIDE_FIVE_ISLAND_LOST_CAVE_ROOM13_MAX_REVIVE
0x1FC	FLAG_HIDE_FIVE_ISLAND_LOST_CAVE_ROOM14_RARE_CANDY
0x1FD	FLAG_HIDE_SEVEN_ISLAND_SEVAULT_CANYON_HOUSE_LUCKY_PUNCH
0x1FE	FLAG_HIDE_SILPH_CO_4F_TM41

; Unused?
0x1FF	FLAG_0x1FF
0x200	FLAG_0x200
0x201	FLAG_0x201
0x202	FLAG_0x202
0x203	FLAG_0x203
0x204	FLAG_0x204
0x205	FLAG_0x205
0x206	FLAG_0x206
0x207	FLAG_0x207
0x208	FLAG_0x208
0x209	FLAG_0x209
0x20A	FLAG_0x20A
